crop_id,common_names
449,aakkamaram
449,kavungu
449,pophal
449,kamugu
449,pakku maram
449,vakka
459,jack fruit
459,jackfruit
459,jacquiet
459,nangka
459,nongko
459,kapiak
459,langka
459,peignai
459,khnadr
459,miiz
459,miiz hnang
459,khanun
459,makmi
459,banun
459,mít
459,Mfenesi
465,giant reed
465,gasau ni vavalagi
465,wild cane
468,asparagus
468,espárrago
468,aspargo
468,Spargel
481,oat
481,oats
481,hawer
481,hafer
481,avena
481,avoine
481,avoine farine
481,vanlig havre
481,havre
481,almindelig havre
481,peltokaura
481,kaura
481,akurhafrar
481,saat-hafer
482,blimbi
482,kamrakh
482,Bilimbi
482,Tree cucumber
483,five corner
483,carambola
483,carambole
483,wi ni jaina
483,wi ni idia
483,kamrakh
483,star fruit
483,Faiv kona
483,karmara
483,belimbing pessegi
483,belimbing saji
483,belimbing batu
483,belembing pessegi
483,belembing sayur
483,kambola
483,balimbin
483,galangan
483,garahan
483,sirinato
483,wou-lien
483,caykhe (Indochina)
483,vinagrillo (Dominican Rep.)
483,mamoncillo chino (Panama)
483,ziblime (Haiti)
483,carnico
483,Indian cucumber
483,turiguno
483,cayenne lime
483,Chinese tamarind
483,sweet tamarind
493,common bamboo
493,feathery bamboo
493,bambu' vulgar
493,Mambu
493,Murangi
493,golden bamboo
501,poeierkwasboom
501,kye-bin
501,kyi
501,brack-water mangrove
501,common putat
501,freshwater mangrove
501,hippo apple
501,powder-puff tree
501,wild guava
501,apalang
501,butan darat
501,penggung
501,putat sungai
501,som pawng
501,putat ayam
501,putat ayer
501,putat aying
501,putat kampong
501,chik ban
501,chik suan
501,mangrove
504,Malabar spinach
504,white stem Malabar spinach
504,Ceylon spinach
504,Indian spinach
504,white vine spinach
504,vine spinach
504,Malabar nightshade
504,country spinach
504,bertalha vermelha
504,Malabarspinat
504,basela branca
504,bertalha branca
504,basela vermelha
504,melao de soldado
504,sabao de soldado
505,Malabar spinach
505,red stem Malabar spinach
505,Ceylon spinach
505,Indian spinach
505,red vine spinach
505,vine spinach
505,Malabar nightshade
505,Malabarspinat
508,orchid tree
508,bauhinia
508,camels foot
508,mountain-ebony
508,poor man's orchid
508,rakta-kanchan
508,kachnar
508,kotidaram
508,flamboyán orquídea
508,palo de orquídeas
508,segapumanchorii
513,wax gourd
513,winter gourd
513,fuzzy melon
513,hairy melon
513,Chinese squash
513,Chinese moqua
513,Chinese preserving melon
513,Chinese vegetable marrow
513,Chinese winter melon
513,moqua
513,zit-kwa
514,Silver beet
514,Beetroot
514,Sugarbeet
514,Zuckerrübe
517,beggar's tick
517,cobbler's pegs
517,common blackjack
517,black jack
517,Spanish needle
517,farmer's friend
517,pitchforks
517,shepherd's needles
517,butterfly needles
517,needleandthread
517,piquants noirs
517,amor seco
517,picao preto
517,cuamba
517,xian feng cao
517,chegogit
517,fisi'uli
517,kofe tonga
517,kofetoga
517,batimadramadra
517,mbatimandramandra
517,mbatikalawau
517,matakaro
517,matua kamate
517,ki
517,ki nehe
517,ki pipili
517,ko'oko'olau
517,ki nahelehele
517,nehe
517,gewone knap-se-kêrel
517,knapsakkerwel
517,umhlabangubo
517,amalenjane
517,isikhathula
517,ugamfe
517,ucucuza
517,umesisi
517,uqadolo
517,piripiri (Cook Islands)
517,tae puaka (Futuna)
545,kurrajong
547,Chinese cabbage
547,pak choi
547,pakchoi
547,Pe-tsai
547,petsai
547,wong bok
547,wongbok
547,Chinese salad
547,Chou chinois (Fr)
547,kapisi
547,kapeti ni jaina (Fiji)
547,kapisi siaina (Tonga
547,Tuvalu)
548,Indian mustard
548,mustard greens
548,brown mustard
548,Chinese mustard
549,rape
549,olraps
549,colza
549,raapzaad
549,rypsi
549,raps
549,rapsi
549,oil-seed rape
549,canola
549,rutabaga
549,fodder rape
549,hungry gap kale
549,winter oil seed rape
549,swede rape
549,Siberian kale
549,rape seed
549,swede
551,Onions (bulb)
553,cauliflower
553,chou fleur (French)
553,coliflor (Spanish)
553,cavolfiore (Italian)
553,broccoli
553,heading broccoli
553,brocoli (French)
553,broccoli (Italian)
553,brocoli (Spanish)
554,cabbage
554,Shetland cabbage
554,Savoy cabbage
554,white cabbage
554,red cabbage
554,chou (Fr)
554,repollo (Spanish)
554,cavolo (Italian)
554,kraut (German)
554,kapeti kovu (Fiji)
554,kapisi palangi (Tuvalu)
554,kapisi
554,kebis
555,Brussels sprouts
555,chou de Bruxelles (French)
555,col de bruselas (Spanish)
555,cavolini di Bruxelles (Italian)
556,broccoli
556,sprouting broccoli
556,spear cauliflower
556,calabrese
556,cape broccoli
556,winter
556,purple cauliflower
556,nine-star perennial broccoli
565,paper mulberry
565,tapa
565,masi
565,ai masi
565,malo
565,u'a
565,hiapo
565,Polynesian mulberry
565,Tapa plant
576,congo pea
576,pigeon pea
576,frijol de arbol
576,gandul
576,gandures
576,guandul
576,guand
576,guandú
576,kumanda yvyra'í (Paraguay)
576,gungo pea
576,lenteja
576,pigeon pea bush
576,pois cajan
576,pois congo
576,pois d'angole
576,pois d'angolie
576,Pigeonerbse
576,pwa angole
576,arhar
576,quinchonchillo
576,quinchoncho
576,thuvarai
576,duiweboon
588,Alexandria laurel
588,Indian laurel
588,nabangura
588,tamanu
588,dilo
588,te itai
588,fetau
588,Kamani
588,Beauty leaf
594,Chinese chives
594,Oriental garlic
594,nira
594,cuchay
594,ku ts'ai
594,cebolinho da China
599,tea
599,ti
599,chah
599,cha
599,tee
606,ngali nut
606,canarium almond
606,canarium nut
606,nut - ngali
606,kenari ambon
606,jal
606,kanari bagéa
606,galip
606,lawela
606,hinuei
606,kenari
606,nangai
609,jack bean
609,sword bean
609,horse gram
609,Brazilian broad bean
609,coffee bean
609,ensiform bean
609,horse bean
609,mole bean
609,bean-jack
609,Patagonian bean
609,haricot sabre
609,pois sabre
609,haricot sabre à grain blanc
609,fève jacques
609,haricot de Madagascar
609,frijol papa
609,papa
609,feijao de porco
609,feijão espada
609,yang dao dou
609,da dao dou
609,dao dou
609,bai dao dou
609,jackbohne
609,Madagaskarbohne
609,schwertbohne
609,tachinata mame
609,shiro nata mame
609,tsurunachinata mame
609,jackbønne
609,kara bendo
609,zwaardboon
609,kumanda guazú
612,canna lily
612,fagamanu
612,gasau ni ga
618,sweet pepper
618,chili pepper
618,green pepper
618,lajiao
618,pimenton
618,poivre de Guinee
618,paprika
618,spansk peppar
618,spaanse peper
618,peperone
618,pimentao
618,struchkovy pyerets
618,togarashi
618,hsiung-ya-li-chiao
618,filfil ahmar
618,polo papalagi
618,polo ula
621,cayenne pepper
621,perennial pepper
621,pimenton
621,poivre rouge
621,cayennepfeffer
621,kajennepeppar
621,cayennepepper
621,pepe di caienna
621,kayenski pyerets
621,la-chiao
621,filfil ahmar
621,chilli
621,hot pepper
621,tabasco pepper
621,polo
621,boro ni vavalagi
621,rokete
621,brandrissie
621,mircha
621,te beneka
621,polo fifisi
621,Sili
630,papaya
630,pawpaw
630,melon tree
630,papayier
630,arbre de melon
630,gedang
630,kates
630,betek
630,ketalah
630,kapaya
630,lapaya
630,thimbaw
630,lhong
630,doeum lahong
630,houng
630,malakor
630,loko
630,ma kuai thet
630,du du
630,esi
630,weleti
630,lesi
630,te papaya (Kiribati)
630,loku(Niue)
630,minita (Cook I)
630,maniako (Simbo)
630,Olesi (Tuvalu)
630,takafo
630,papita
630,lechosa (Ven.)
633,casimiroa
633,Mexican apple
633,white sapote
633,sapote blanc
633,zapote blanco
633,chapote
633,matasano
633,cacchique
633,ceaxmisttea
633,cochitzapoti
639,coffee senna
658,kapok
658,kapok tree
658,silk-cotton tree
658,Java cotton
658,god tree
658,ceiba
658,vavau ni lokoloko
658,vavae
658,white silk-cottontree
658,capoc
658,fromager
658,kapokier
658,Kapokbaum
658,sumauma
658,sumauma da varzea
658,poilao da sumauma
658,poilao forro
658,mafuma
658,mafumeira
658,paina lisa
658,ceba
658,oca'
658,arbol capoc
660,Celosia
669,Asiatic pennywort
669,Indian pennywort
669,marsh pennywort
669,tiger herbal
669,waternavel
669,gotu cola
669,water pennywort
669,hydrocotyle asiatique
669,centela
669,pegaga
669,trachiek kranh
669,duan Kaki Kuda
669,pegagan
669,antanan Gede
669,phak Nok
669,brahma-manduki
669,brahmi
669,min-kuabin
669,ghod Tapre
669,takip-kohol
669,tapingan-daga
669,hang-halo
669,icukudwane
669,totodro
669,tono
669,lapukapu
669,to'etupou
669,tona
669,tohetupou
669,bua bok
669,pa-na-e khaa-doh
669,phak wan
669,rau ma
669,lien tien thao
669,phae chen
669,tish tuyest tharo
689,caimito
689,starapple
689,caimite
689,pomme surette
689,sawo ijo
689,sawo hejo
689,sawo kadu
689,sawu duren
689,pepulut
689,sataa appoen
693,endive
694,chicory
694,common chicory
694,wild succory
694,Belgian endive
694,blue-sailor's succory
694,chickory
694,achicoria
694,chicorée
694,chicoria
694,sigorei
694,cikoria
694,vägvårda
694,sikori
694,cikorie
694,sikuri
694,Wegwarte
694,Glyceria Wegwarte
694,Cichorii herba
694,Cichorii radix
708,watermelon
708,pastèque
708,stolovyj arbuz
708,melani
708,sandia
708,melancia
708,hsi kwa
708,xigua
708,tarbuz
708,wassermelone
708,legapu
708,vandmelon
708,anguria
708,cocomero
708,tsamma
708,karkoer
708,tsamma melon
708,wild watermelon
708,bitterwaatlemoen
708,bitterboela
708,N!Ham
711,sour orange
711,bitter orange
712,pomelo
712,pummelo
712,shaddock
712,pamplemoussier
712,moli tonga
712,molikana
712,jeruk besar
712,jambua
712,lukban
712,suha
712,shouk-ton-oh
712,som-o
714,lemon
714,standard lemon
714,acid lemon
714,Meyer lemon
714,bush lemon
714,Persian apple
714,citron
714,citronnier
714,limonier
714,limao
714,limoeiro
714,limón
714,limón agria
714,limonero
714,limón real
714,limón francés
714,limon amarillo
714,limone
714,citroen
714,Zitrone
714,jeruk limun
714,limau nipis
714,limau mata
714,krooch chhmaa veeng
714,naaw th'eed
714,naaw falang
714,manao-thet
714,manao-farang
714,manao-mairuho
714,chanh tay
714,moli karokaro
714,molisoraiara
714,molinivmalagi
714,khatta nabbu
714,khatto nabbu
714,tipolo
714,lemani
714,moli'ovi'ovia
714,moli patupatu
714,lain
714,muli
716,citron
716,citron tree
716,true citron
716,etrog
716,cedrat
716,cédratier
716,shamom (Oman)
716,medischer apfel
716,cidrao
716,cidreira
716,limao rugoso
716,limao galego
716,cidro
716,jeruk sukade
716,sitrun
716,limau susu
716,muli
716,bulid
716,sidris
716,sidras
716,shouk-ta-kwah
716,vëëx
716,manao-khwai
716,somma-ngua
716,mawo-yao
716,thanh yên
717,grapefruit
717,pomelo
717,pamplemousse
717,limau gedang
717,moli sisuka
717,moli peli
717,muli
717,krooch thlong
717,kiengz s'aangz
717,cam
717,bu'o'i
717,pompelmo
717,Paradisapfel
717,toranja
717,jamboa
717,turingia
717,toronja
717,grapefrugt
718,mandarin
718,tangerine
718,Cleopatra mandarin
718,clementine
718,Satsuma orange
718,kid-glove orange
718,mandarinier
718,moli madarini
718,madarini
718,Mandarinenbaum
718,jeruk keprok
718,jeruk jepun
718,jeruk maseh
718,limau lang-kat
718,limau kupas
718,limau wangkang
718,sintones
718,krauch kvich
718,som hot
718,som lot
718,liou
718,tangerina
718,tangerineira
718,som khieo waan
718,som saengthong
718,ma baang
718,cam sanh
718,cay quit
718,narangi
718,nartjie
718,naartjie
718,moli saina
718,moli peli
720,orange
720,sweet orange
720,Valencia orange
720,oranger
720,oranger doux
720,birtukan
720,Apfelsine
720,jeruk manis
720,arancio
720,laranja doce
720,laranja vulgar
720,laranja-pera
720,naranja
720,limau manis
720,chula
720,choreng
720,sava orens
720,kahel
720,tung-chin-thi
720,krooch poosat
720,kiengz
720,somkliang
720,somtra
720,makhun
720,cam
720,mitha nimbu
720,moli 'aina
720,moli kai
720,Molilecau
720,Moliunumi
720,Molinitaiti
720,Molitaiti
720,Mol
720,Arani (Cook I)
720,Olenisi (Tuvalu)
720,Swit muli
722,citrus
722,agrumes
722,jeruk
722,limau
722,mull
722,shouk
722,krauch
722,mak
722,cam
722,Zitrone
738,blue clitoria
738,butterfly-pea
738,cordofan-pea
738,bejuco de conchitas
738,campanilla
738,chorreque azul
738,conchita de mar
738,papito
738,zapatillo de la reina
738,clitore de ternate
738,Blaue Schmetterlingswicke
738,fagiolo indiano
743,Sea grape
744,coconut
744,cocotier
744,palma de coco
744,cocotero
744,côco
744,narial
744,thengai
744,kokospalme
744,ye
744,tree of life
744,tree of heaven
744,kalpaviriksha
744,tree of abundance
744,natures supermarket
744,kulau
744,coir fibre
744,"(See ""Notes"" for hybrid names)"
749,coffee arabica
749,arabian coffee
749,arabica coffee
749,kafei
749,kofe
749,cafe
749,Kaffee
749,yebuna fire
749,buna
750,coffee
750,robusta coffee
750,kafei
750,cafe
750,Kaffee
751,Liberian coffee
751,kofe
751,coffee
758,taro
758,eddo
758,kalo
758,dasheen
758,cocoyam
758,elephant ears
758,potato of the tropics
758,ciamo
758,inhame
758,malanga
758,tayoba
758,alcocaz
758,elefantenohr
758,arum
758,daun keladi
758,madumbe
758,khoai mon
758,mangasiva sasili
758,sika
758,ba
758,boka
758,botika
758,dalo
758,gaui
758,sali
758,votuki
758,te taororo
758,matiotio
758,tara
758,talo
758,maroepa
777,Ecuador laurel
777,garlic tree
777,cyp
777,cypre
777,salmwood
777,freijó louro
777,urua
777,louro amarelo
784,coriander
784,collender
784,Chinese parsley
784,coriandro
784,cilantro
784,cilandrio
784,culantro
784,curatù
784,coriandre
784,dhania
784,koriander
784,cigánypetrezselyem
784,beléndfû
784,zergefû
784,kusthumbari
784,dhanayaka
784,dembilal
784,koriandr
784,kinza
784,geshnes
784,ngo
784,coriandolo
784,kuzbara
784,chamem
784,yan sui
784,xiang cai
784,hu sui
784,kindza
784,kindz
784,koriannon
784,korion
784,dhanya
784,koendoro
784,ketumbar
784,kolendra
784,coentro
784,coriandru
784,koljandra
784,kisnec
784,vonjucee zel'e
784,klopovnik
784,Wanzendill
784,Schwindelkorn
784,korijander
784,persil arabe
784,kisnis
784,dhane
784,kothmiri
784,konphir
784,libdhane
784,kothambri
784,kothmiri bija
784,daaniwal
784,kothambalari
784,kothumpkalari bija
784,kothumpalari
784,dhana
784,kothimber
784,kothamali
784,dhaniyalu
784,debo
784,shucar
784,tsagha
784,zagda
784,tibichota
784,kazbarah
784,dhoney
784,nan nan zee
784,nan nan bin
784,naunau
784,fan yan sui
784,ketoembar
784,Indian parsley
784,koriandro
784,aedkoriander
784,korianteri
784,punaise mâle
784,coireiman
784,lus a choire
784,Wanzenkümmel
784,Chinesische Petersilie
784,Indische Petersilie
784,hara dhania
784,daun ketumbar
784,koyendoro
784,havija
784,kambari
784,phak hom pom
784,kottamalli
784,gishniiz
784,gashneez
784,kolendra
803,rattlepod
810,chives
810,chive garlic
810,ezo-negi
810,cebolleta
810,ciboulette
810,schnittlauch
810,gräslök
810,purløg
810,basal
810,bieslook
810,cipollina
810,cebolinha
810,cebolinho
810,alho de Espanha
810,ceboleta de Franca
810,luk-rezanyets
810,hsia-ye-ts'ung
815,rock melon
815,sweet melon
815,cantaloupe melon
815,atiu
815,Melon
815,cantaloupe
815,tarra
817,cucumber
817,gherkin
817,concombre
817,huanggua
817,kiukaba
817,kukama (Tuvalu)
817,khira
817,kiukamupa
817,Kukamba
817,cetriolo
819,pumpkin
819,squash
819,giant squash
819,citrouille
819,hina
819,wavukani
819,te baukin
819,panikeni
819,poosani
819,hubbard squash
819,Kürbis
820,pumpkin
820,squash
820,small horned melon
820,nangua
820,gramma
820,hina
820,pamkin
820,zucca
820,kuerbis
821,marrow
821,pumpkin
821,squash
821,bitter nut squash
821,vegetable marrow
821,summer pumpkin
821,autumn pumpkin
821,zucca
821,Kürbis
821,Cucurbitae semen
821,Oleum cucurbitae
830,guar bean
830,cluster bean
830,cyamopse a quatre ailes
830,guar
830,guaerdou
830,cottaveraykai
830,kothaverai
830,babachi
830,bavachi
830,capparadavari
830,gawarkai
830,goreekaye
830,guvarphalli
830,goor-chikurkai
830,gorechikudi
830,guanra chhuim
830,jhar sim
830,kotha-marakka
830,kothavara
830,kotaranga
830,walee-pe
830,kottavarai
830,mgwaru
830,gavar
830,gawar
830,goor
830,gowaree
830,gouree
830,govar
830,guara
830,gunwar
847,globe artichoke
847,artichoke
847,carciofo
847,alcachofa
847,Artischocke
847,artichaut
847,kenchofe (Galinya)
856,purple nut grass
856,round cyperus
856,sweet cyperus
856,nutsedge
856,purple nutsedge
856,souchet rond
856,teki
856,mota
856,karelawai
856,kyang-boo-ja
856,rumput
856,haliya hitan
856,mothe
856,s'ad
856,s'ad kufi
856,nagar-motha
856,dela ghea
856,deela
856,mutha
856,balangot
856,baga-as
856,tikog
856,ya sam liam
856,haeo mu
856,ya haeo mu
856,co gau
856,cu gau
856,co cu
856,huong phu
856,sa thao
856,nha khuon mu
856,tung ghay
859,tree tomato
859,tamarillo
859,yellow tree tomato
859,tomate d'arbre
859,tamarille
859,tomate de palo
859,tomate de árbol
859,palo de tomate
859,tomate granadillo
859,pix
859,caxlan pix
859,tomate dulce
859,tomate francés
859,sachatomate
859,yuncatomate
859,limatomate
859,tomate de monte
859,tomate de La Paz
866,crowfoot grass
866,Egyptian grass
866,button grass
866,calandrini
871,wild carrot
871,devil's plague
871,Queen Anne's-lace
871,cenoura brava
871,karotte
871,mohrruebe
871,gelbe ruebe
871,morot
871,gulrot
871,gulerod
871,porkkana
882,
889,Chinese gooseberry
889,Kiwifruit
936,cultivated yam
936,greater yam
936,white yam
936,water yam
936,winged yam
936,ten-months yam
936,Malacca yam
936,Guyana arrowroot
936,igname
936,inhame da India
936,inhame de Coriola'
936,marquesota
936,cara' de Angola
936,cara' da Guine'
936,dam
936,ngaka
936,pae
936,ni-parai(Cook I)
936,pua-hi(Cook I)
936,ufi (Cook I)
936,uvi
936,vutua
936,ufi
936,aso'aso
936,au poto
936,tafasoa
936,uvi (Simbo)
936,marihi (Roviana)
936,yam tru (except in Madang Province)
936,ñame de agua
936,ñame
938,potato yam
938,bitter yam
938,air potato yam
938,akam yam
938,acom
938,Otaheite yam
938,Otaheite potato
938,inhame
938,cara' de Sao Tome'
938,cara' do ar
938,cara' de espinho
938,cara' de sapateiro
938,figado de peru'
938,ufi sina
938,ufi soi
938,hoi
938,Aerial yam
939,fancy yam
939,potato yam
939,lesser yam
939,lesser asiatic yam
939,igname
939,inhame de comer
939,inhame taioba
939,inhame de enxerto
939,kawai
939,ufilei
939,ami
942,white yam
942,Guinea yam
942,Igname (Fr)
945,kaki
945,persimmon
945,Chinese persimmon
945,Japanese persimmon
945,plaqueminier
945,raquemine
945,kaki-meca
945,Kakifrucht
945,kesemek
945,buah kaki
945,buah samak
945,tonloëp
945,phlap chin
945,thi hông
945,hông thi
945,oriental persimmon
945,sharon fruit
963,durian
963,duren
963,ambetan
963,kadu
963,dulian
963,du-yin
963,thu-réén
963,thourièn
963,thurian
963,thu-rian
963,rian
963,sâù riêng
970,barnyard grass
970,cockspur grass
970,goosefoot grass
970,milha(n) pe' de galo
970,sanvo'
972,oil palm
972,palmier à huile
972,palma aceitera
972,palma de aceite
972,dende
972,Ölpalme
972,youzonglu
972,nahkhil al zite
972,oilepalme
972,olie palm
972,kelapa sawit
985,goose foot
985,crab grass
985,crow's foot
985,te uteute
985,chapra
988,red tasselflower
988,purple sow thistle
1002,loquat
1002,Japanese medlar
1002,Japanese plum
1002,neflier du Japon
1002,nispereros
1002,nespolo
1002,Mispel
1002,lokwat
1002,papalaan
1002,ton leap
1002,lokh-wot
1002,pee-pae
1002,ti ba diep
1002,so'n tra nhatban'
1002,nhot tay
1002,biwa
1007,coral bean
1030,thabyay-hypyoo
1030,black plum
1030,black plum tree
1030,Indian blackberry
1030,jambolan
1030,jambolan-plum
1030,Java plum
1030,malabar plum
1030,Portuguese plum
1030,jamelão
1030,duhat
1030,lomboi
1030,jamélongue
1030,jam
1030,jaman
1030,jamun
1030,duwet
1030,jamblang
1030,pring bai
1030,va
1030,jambulana
1030,jiwat
1030,obah
1030,jambu
1030,jambul
1030,madan
1030,naval
1030,mzambarau
1030,hakhiphae
1030,wa
1030,trâm môc
1030,vôi rung
1033,Malay apple
1033,Laulau
1033,Kavika
1033,Jambu
1033,rose apple
1033,Jambeiro-de-Malaca
1068,feijoa
1068,pineapple guava
1068,Brazilian guava
1068,mountain guava
1068,fig guava
1068,guavasteen
1068,New Zealand banana
1068,guayabo del pais
1068,guayabo grande
1068,guayabo chico
1068,goiaba serrana
1068,goiaba verde
1068,goiaba abacaxí
1071,common fig
1071,fig
1071,Turkey fig
1071,te biku
1071,fico
1071,Feige
1071,figue
1071,figo
1071,figueira mansa
1071,higo
1071,etse-beles
1071,arbre
1071,ficus
1096,potato onion
1096,multiplier onion
1096,Egyptian onion
1096,topset onion
1096,tree onion
1096,Anian
1107,fennel
1107,sweet fennel
1107,fennel seed
1107,fenouil sucre
1107,fenouil
1107,Fenchel
1107,vinkel
1107,saunf
1107,badian
1107,raz
1107,hinojo
1107,faenkål
1107,shamar
